,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,TRA
Frmd6,0.9164,0.08360000000000001,2.394409321783732,4.611533e-05,1.2061108e-05,0.0,0.25,1.598463,1.4854226,1.9682826,-5.8713045,8.183992,0.47186396,0.11859878,0.21458046767538452,0.06805671392827362,0.36734378,0.07641462,False,WT vs Aire_KO,WT,Aire_KO,False
Acvr2a,0.928,0.07199999999999995,2.556365485657129,2.586161e-05,7.455506e-06,0.0,0.25,1.5980421,1.5524106,1.2019136,-2.8270721,5.7910357,0.33209485,0.072393775,0.23090724238981764,0.0657214345287741,0.22938274,0.048923053,False,WT vs Aire_KO,WT,Aire_KO,False
Car8,0.9342,0.06579999999999997,2.6530705684654103,0.00011448735,2.2826838e-05,0.0,0.25,1.5977426,1.4982495,2.5852706,-8.585514,10.492735,1.3725268,0.101918235,0.10166856049279024,0.01934945788156795,0.9333512,0.08601009,False,WT vs Aire_KO,WT,Aire_KO,False
Pak1,0.9272,0.07279999999999998,2.544453210245434,4.8864444e-05,1.5186289e-05,0.0,0.25,1.5927266,1.6176891,1.346766,-3.061719,6.1433973,0.5812975,0.08723937,0.294958435500286,0.06605504587155975,0.39431307,0.0655015,False,WT vs Aire_KO,WT,Aire_KO,False
Nkain4,0.9348,0.06520000000000004,2.662872991055349,3.3937562e-05,8.809083e-06,0.0,0.25,1.5905157,1.6934476,2.2383292,-9.315357,8.894726,0.13294707,0.040867407,0.06506787871538824,0.026355296080066634,0.09022186,0.025312731,False,WT vs Aire_KO,WT,Aire_KO,True
Ifit3,0.9386,0.06140000000000001,2.7269794159949496,7.182042e-05,2.0425581e-05,0.0,0.25,1.5904543,1.5766068,2.5978205,-7.5961227,10.35896,0.6839855,0.079899915,0.1585431493331727,0.02368640533778142,0.5248357,0.06558861,False,WT vs Aire_KO,WT,Aire_KO,False
Trim29,0.9326,0.06740000000000002,2.627331228810728,9.0576796e-05,3.378236e-05,0.0,0.25,1.5879718,1.5952282,2.0766044,-5.3433,7.411129,1.0763505,0.32977334,0.36911667962445105,0.15729774812343356,0.7278057,0.22696967,False,WT vs Aire_KO,WT,Aire_KO,True
Calm4,0.9482,0.05179999999999996,2.907175118698705,0.0001521705,8.761598e-05,0.0,0.25,1.587669,1.6218362,3.28127,-13.502116,12.5007715,2.2766776,0.8678925,0.11727767478021169,0.07456213511259369,1.3644307,0.62974507,True,WT vs Aire_KO,WT,Aire_KO,True
Malt1,0.9302,0.06979999999999997,2.5897654745055814,8.477651e-05,2.7431226e-05,0.0,0.25,1.5850369,1.6479383,1.5121382,-4.1078205,6.999261,1.2697033,0.35179082,0.5060104060762364,0.23719766472059545,0.8113657,0.2593645,False,WT vs Aire_KO,WT,Aire_KO,False
Cers6,0.9196,0.08040000000000003,2.4369245032002973,7.646344e-05,2.2860831e-05,0.0,0.25,1.5835083,1.5558658,1.6227107,-3.4854212,7.147829,0.9063658,0.17914861,0.40894683332339776,0.13411175979983125,0.622261,0.12937924,False,WT vs Aire_KO,WT,Aire_KO,False
2210407C18Rik,0.9434,0.056599999999999984,2.813481219562552,0.0002393053,0.00010040245,0.0,0.25,1.582323,1.7717896,2.8585074,-9.164074,9.829447,3.3298104,1.0183519,0.26798636445190016,0.11476230191826386,1.9847996,0.84409285,True,WT vs Aire_KO,WT,Aire_KO,True
Celf3,0.936,0.06399999999999995,2.682732247551694,3.313895e-05,1.2600067e-05,0.0,0.25,1.5804636,1.7883806,2.4065335,-9.190956,8.9043865,0.2792873,0.04020018,0.12941809700376272,0.02568807339449533,0.18254276,0.037375715,False,WT vs Aire_KO,WT,Aire_KO,False
Hpgd,0.9404,0.059599999999999986,2.7586495854431625,0.00015563205,5.4999517e-05,0.0,0.25,1.5790789,1.6010132,2.2140412,-6.316226,8.633883,1.6237155,0.37931496,0.2995036182046703,0.12310258548790498,1.1780938,0.27286655,False,WT vs Aire_KO,WT,Aire_KO,False
Trim25,0.9364,0.06359999999999999,2.689429118717184,5.104234e-05,1.7635059e-05,0.0,0.25,1.5786299,1.6732149,1.179836,-3.243493,4.9506216,0.72696835,0.2096735,0.41032234914182986,0.17231025854878756,0.47361994,0.1517007,False,WT vs Aire_KO,WT,Aire_KO,False
Krt77,0.9346,0.06540000000000001,2.65959622959775,8.0126185e-05,1.8163839e-05,0.0,0.25,1.5756664,1.6627798,2.7899427,-9.567512,11.433595,1.3344291,0.17748114,0.12337778840977869,0.022018348623853164,0.765939,0.12329959,False,WT vs Aire_KO,WT,Aire_KO,True
Hivep2,0.9292,0.07079999999999997,2.5744648697155985,9.0322304e-05,2.8114084e-05,0.0,0.25,1.5729245,1.5289593,1.6458682,-4.223504,7.0442743,1.0435036,0.22735521,0.40846839303872573,0.1389491242702231,0.75043714,0.17109169,False,WT vs Aire_KO,WT,Aire_KO,False
Sh3rf2,0.9354,0.06459999999999999,2.672759690395094,1.6558166e-05,6.0775574e-06,0.0,0.25,1.5711966,1.599402,2.3538725,-7.0767155,9.465528,0.14526623,0.031693053,0.09114287423000797,0.026355296080066634,0.10176236,0.023065805,False,WT vs Aire_KO,WT,Aire_KO,True
Lcor,0.9406,0.05940000000000001,2.7622235854237056,4.6400983e-05,1.2979091e-05,0.0,0.25,1.5704143,1.4192538,1.0625621,-1.6114082,5.6975756,0.6382817,0.15929876,0.3916631780396206,0.13944954128440157,0.42479017,0.10818166,False,WT vs Aire_KO,WT,Aire_KO,False
Sgk1,0.9332,0.06679999999999997,2.636916320619904,7.2412186e-05,2.9783305e-05,0.0,0.25,1.5665277,1.6892734,2.0141625,-5.6317816,6.714403,0.92528546,0.18281862,0.3284492554273283,0.09841534612176728,0.595657,0.14064728,False,WT vs Aire_KO,WT,Aire_KO,False
Tln2,0.9194,0.0806,2.4342225206667325,2.5696487e-05,6.6680977e-06,0.0,0.25,1.5657091,1.4742565,1.6966603,-4.1361504,8.511457,0.1435319,0.029024158,0.08157406853656954,0.025187656380316854,0.089807615,0.016921608,False,WT vs Aire_KO,WT,Aire_KO,False
Sidt1,0.9232,0.07679999999999998,2.486641136223773,1.9816134e-05,5.737914e-06,0.0,0.25,1.5655745,1.5526233,1.525436,-7.123225,7.784622,0.14233579,0.014678888,0.07487590455116264,0.012343619683069233,0.098130636,0.011051946,False,WT vs Aire_KO,WT,Aire_KO,False
Mat1a,0.9282,0.07179999999999997,2.559362622250681,2.0917181e-05,4.2176966e-06,0.0,0.25,1.5647415,1.569684,2.153848,-5.698597,8.36491,0.22079901,0.030525407,0.06058250104658875,0.025020850708924028,0.12623781,0.020622361,False,WT vs Aire_KO,WT,Aire_KO,True
Gtf2ird1,0.9348,0.06520000000000004,2.662872991055349,4.0342726e-05,1.4140569e-05,0.0,0.25,1.5644093,1.6118813,1.1029217,-3.3893557,5.3186913,0.555642,0.16113369,0.3346091740924807,0.13244370308590303,0.3540901,0.11237632,False,WT vs Aire_KO,WT,Aire_KO,False
Frmd4b,0.9264,0.0736,2.5326609560088174,5.550956e-05,1.7531262e-05,0.0,0.25,1.5612311,1.5089164,1.794739,-4.101737,8.114271,0.5397388,0.064887546,0.2481908976735948,0.0467055879899917,0.3855578,0.04853929,False,WT vs Aire_KO,WT,Aire_KO,False
Pth,0.9274,0.0726,2.5474199231684067,4.6205267e-05,2.0302194e-05,0.0,0.25,1.5610678,1.6278472,2.3163838,-8.395727,9.056081,0.55983454,1.0191852,0.051073500388733206,0.032026688907422725,0.24273735,0.4751034,False,WT vs Aire_KO,WT,Aire_KO,True
Plod2,0.925,0.07499999999999996,2.5123055014536018,4.6282195e-05,1.7611872e-05,0.0,0.25,1.5565044,1.6100111,1.8999457,-5.3990507,6.8412046,0.30751503,0.09524609,0.15531367741163649,0.061384487072560674,0.23854654,0.06265801,False,WT vs Aire_KO,WT,Aire_KO,False
Orm1,0.9386,0.06140000000000001,2.7269794159949496,9.114013e-05,3.208158e-05,0.0,0.25,1.5558372,1.5723453,2.793257,-8.546893,10.086428,1.4437511,0.3002494,0.21159021589618432,0.08657214345287689,0.79859257,0.20993136,False,WT vs Aire_KO,WT,Aire_KO,True
Ctsl,0.9218,0.07820000000000005,2.4670585157062526,0.0005774722,0.00017268497,0.0,0.25,1.5555749,1.4900131,2.1245375,-7.899877,8.978697,9.951028,3.0021968,0.64691106991215,0.4093411175979881,6.1960034,1.6819403,False,WT vs Aire_KO,WT,Aire_KO,False
Pde7a,0.932,0.06799999999999995,2.6178249731802863,5.292641e-05,1.6682812e-05,0.0,0.25,1.5552005,1.5262823,1.3839649,-4.088828,6.2872458,0.6953314,0.20166714,0.36750194366368294,0.15212677231025606,0.4927609,0.13668793,False,WT vs Aire_KO,WT,Aire_KO,False
Anxa8,0.934,0.06599999999999995,2.6498215553939164,5.1246505e-05,1.7909699e-05,0.0,0.25,1.5524327,1.6387315,2.3493793,-8.977755,8.8280325,0.52431095,0.073060915,0.13240834878296293,0.02301918265221012,0.315695,0.049307127,False,WT vs Aire_KO,WT,Aire_KO,True
Edem3,0.9282,0.07179999999999997,2.559362622250681,3.1345833e-05,1.0455837e-05,0.0,0.25,1.5506109,1.5693879,1.2083793,-2.6933823,5.7753706,0.40182978,0.12543753,0.27970815142636496,0.11359466221851411,0.25869316,0.08969071,False,WT vs Aire_KO,WT,Aire_KO,False
Ccdc85a,0.9274,0.0726,2.5474199231684067,2.0121775e-05,5.3224985e-06,0.0,0.25,1.5505835,1.5601921,1.841576,-4.892065,8.541402,0.14999048,0.01751458,0.06805813049458775,0.014512093411175991,0.09335735,0.010790665,False,WT vs Aire_KO,WT,Aire_KO,True
L3mbtl3,0.9332,0.06679999999999997,2.636916320619904,3.2356842e-05,1.1147484e-05,0.0,0.25,1.5504631,1.5828819,1.251726,-3.040409,5.605791,0.36187845,0.106588766,0.2200825309491129,0.0829024186822348,0.24524881,0.071615316,False,WT vs Aire_KO,WT,Aire_KO,False
Gstm5,0.9194,0.0806,2.4342225206667325,2.5306546e-05,7.058569e-06,0.0,0.25,1.5504154,1.5812688,1.7573911,-5.109375,7.6063814,0.2624214,0.05204347,0.12576998983313847,0.04437030859049209,0.1541237,0.031554256,False,WT vs Aire_KO,WT,Aire_KO,False
Pdgfd,0.9134,0.08660000000000001,2.3558739806571807,2.467743e-05,4.441505e-06,0.0,0.25,1.5493652,1.2903781,2.113292,-4.2726154,8.681611,0.22073704,0.045871634,0.09652532743256709,0.04170141784820682,0.15101737,0.034384347,False,WT vs Aire_KO,WT,Aire_KO,False
Hpse2,0.9256,0.07440000000000002,2.52098611043563,8.015913e-05,8.155211e-06,0.0,0.25,1.5479101,1.1733861,2.792971,-6.7110434,11.193305,1.093072,0.067389615,0.16320794210872502,0.04904086738949131,0.75508213,0.052537836,False,WT vs Aire_KO,WT,Aire_KO,True
Meis1,0.916,0.08399999999999996,2.389199457700236,6.975891e-05,1.915891e-05,0.0,0.25,1.5463831,1.4537039,1.5638961,-4.122367,6.936677,0.8159432,0.22218397,0.38329047305786,0.1636363636363608,0.6023038,0.14973195,False,WT vs Aire_KO,WT,Aire_KO,False
2610035D17Rik,0.895,0.10499999999999998,2.1428632840524258,3.6800335e-05,4.941486e-06,0.0,0.25,1.5463235,1.0779419,2.2822804,-4.219391,9.535798,0.40219173,0.046205264,0.1703845463788055,0.04203502919099248,0.29033902,0.033440195,False,WT vs Aire_KO,WT,Aire_KO,False
Cblb,0.9194,0.0806,2.4342225206667325,3.2982298e-05,9.79819e-06,0.0,0.25,1.5458509,1.501822,2.0061393,-4.725031,8.301208,0.29525432,0.063886724,0.1747503139764378,0.05154295246038375,0.23410095,0.046450574,False,WT vs Aire_KO,WT,Aire_KO,False
Dscam,0.927,0.07299999999999995,2.5414939982186593,1.8997516e-05,3.8385992e-06,0.0,0.25,1.5443141,1.501996,2.3175619,-5.4167747,10.638101,0.21804628,0.02819013,0.07649064051193037,0.02335279399499577,0.13808511,0.020505102,False,WT vs Aire_KO,WT,Aire_KO,True
Scd1,0.9328,0.06720000000000004,2.6305174299780223,0.000117709875,3.8368784e-05,0.0,0.25,1.5441724,1.6140618,1.6419978,-4.970381,7.3986053,1.7220212,0.40450126,0.4884277256145392,0.2196830692243491,1.0350031,0.2942334,False,WT vs Aire_KO,WT,Aire_KO,False
Ipmk,0.925,0.07499999999999996,2.5123055014536018,4.7026027e-05,1.4196622e-05,0.0,0.25,1.5423235,1.4916658,1.5209576,-4.5754766,7.751668,0.6631058,0.16964068,0.30129776927219043,0.1344453711426169,0.4138141,0.122289896,False,WT vs Aire_KO,WT,Aire_KO,False
Tshz2,0.9198,0.08020000000000005,2.439632626417011,4.475812e-05,1.6438626e-05,0.0,0.25,1.5419732,1.5770907,2.0072105,-5.9274263,9.017688,0.3115233,0.054378714,0.1123138568267405,0.032193494578815554,0.22727689,0.044519298,False,WT vs Aire_KO,WT,Aire_KO,False
Mllt3,0.9246,0.07540000000000002,2.5065538147297164,4.6611935e-05,1.6766293e-05,0.0,0.25,1.5416524,1.5151,1.6226008,-4.979231,7.6960564,0.40613624,0.09174314,0.18258477363794234,0.05104253544620526,0.29886723,0.069761075,False,WT vs Aire_KO,WT,Aire_KO,False
Krt10,0.9044,0.09560000000000002,2.2470988268010084,0.0001490395,2.7368826e-05,0.0,0.25,1.5400858,1.2551084,2.115647,-7.9809055,10.938601,2.2276454,0.3262705,0.2480114825668428,0.15663052543786227,1.2649555,0.20770124,False,WT vs Aire_KO,WT,Aire_KO,False
Gsap,0.9286,0.07140000000000002,2.5653800769531694,2.483389e-05,7.77476e-06,0.0,0.25,1.5376091,1.4978848,1.2679459,-4.4182444,6.7646084,0.2930412,0.08523773,0.1760660247592859,0.07256046705587982,0.19104858,0.062562756,False,WT vs Aire_KO,WT,Aire_KO,False
Sorbs2,0.9272,0.07279999999999998,2.544453210245434,5.1357914e-05,1.3548185e-05,0.0,0.25,1.5366354,1.513207,1.8004388,-5.2622604,9.217299,0.49369207,0.064220294,0.148316488248308,0.038865721434528724,0.32098812,0.040082466,False,WT vs Aire_KO,WT,Aire_KO,False
Ctsd,0.94,0.06000000000000005,2.751535157013593,0.00012830674,4.741344e-05,0.0,0.25,1.5364631,1.6315045,1.7578591,-6.157852,7.32049,1.6868601,0.45287505,0.4695891394055779,0.21034195162635105,1.0557208,0.3338246,False,WT vs Aire_KO,WT,Aire_KO,False
Wdpcp,0.9044,0.09560000000000002,2.2470988268010084,2.3000277e-05,6.0202296e-06,0.0,0.25,1.5333698,1.3783808,1.2689251,-2.55309,6.588953,0.28209624,0.061885137,0.17271694276658167,0.056547122602168626,0.1779134,0.041449722,False,WT vs Aire_KO,WT,Aire_KO,False
Ppy,0.9496,0.0504,2.936049480336206,4.4865716e-05,1.0170566e-05,0.0,0.25,1.5325496,1.6770735,2.6844153,-6.5741844,9.429581,0.94742686,0.00016680566,0.06638358949823603,0.00016680567139282736,0.50424635,0.00019721645,True,WT vs Aire_KO,WT,Aire_KO,True
Kcnq3,0.9272,0.07279999999999998,2.544453210245434,0.0002086622,4.3193148e-05,0.0,0.25,1.5304197,1.4395838,2.159633,-6.7581625,9.464446,2.339476,0.45988023,0.42042940015552654,0.22435362802334813,1.7695172,0.2949965,False,WT vs Aire_KO,WT,Aire_KO,True
Tgfbr3,0.9226,0.07740000000000002,2.4782088721680138,4.1683237e-05,1.10211395e-05,0.0,0.25,1.5290371,1.4559836,1.9000349,-5.3334303,9.410808,0.3711514,0.08023355,0.18832605705400673,0.06588824020016693,0.28097048,0.061436195,False,WT vs Aire_KO,WT,Aire_KO,False
Pgm5,0.9222,0.07779999999999998,2.472620570897198,2.9026085e-05,1.0376064e-05,0.0,0.25,1.5280396,1.5739031,1.5541975,-4.1761017,6.7689123,0.179114,0.04854052,0.10148914538603827,0.03686405337781477,0.13516988,0.030710923,False,WT vs Aire_KO,WT,Aire_KO,False
Ccdc141,0.9102,0.08979999999999999,2.316079279902416,4.530091e-05,1.7612418e-05,0.0,0.25,1.524427,1.4888744,1.6936214,-3.7162123,7.512439,0.38717705,0.0904087,0.1950840260749992,0.06655546288573821,0.26968932,0.0689117,False,WT vs Aire_KO,WT,Aire_KO,False
Slc16a10,0.9124,0.08760000000000001,2.3432973892727476,1.6081856e-05,4.306649e-06,0.0,0.25,1.5241393,1.4725494,1.6144754,-4.3599396,8.143774,0.13539882,0.018015,0.06626397942706805,0.01584653878231861,0.08841588,0.011362056,False,WT vs Aire_KO,WT,Aire_KO,False
C1qb,0.938,0.062000000000000055,2.7166154133318035,2.7825714e-05,7.6951665e-06,0.0,0.25,1.5227195,1.5718846,2.3747797,-5.945736,8.932536,0.3435795,0.088740624,0.07122779738053923,0.052376980817347894,0.20238894,0.060031477,False,WT vs Aire_KO,WT,Aire_KO,True
Prkce,0.9058,0.09419999999999995,2.2633982544226545,4.281783e-05,1.1202853e-05,0.0,0.25,1.520978,1.4112234,1.4639293,-3.0313187,6.9299192,0.41995507,0.06455397,0.22947192153580154,0.05504587155963316,0.31840262,0.04213994,False,WT vs Aire_KO,WT,Aire_KO,False
Eda,0.9038,0.09619999999999995,2.2401786464198157,3.271324e-05,5.993244e-06,0.0,0.25,1.5203432,1.272912,2.0040522,-4.162508,9.030981,0.24651386,0.011509583,0.07613181029842643,0.01050875729774813,0.16838466,0.008306074,False,WT vs Aire_KO,WT,Aire_KO,False
Galnt2,0.8936,0.10640000000000005,2.128052588053178,2.4391527e-05,6.0128355e-06,0.0,0.25,1.519854,1.3170757,1.5867329,-2.6437664,6.4095755,0.31032947,0.020683883,0.20566951737336792,0.02018348623853208,0.21280597,0.014046046,False,WT vs Aire_KO,WT,Aire_KO,False
Ptprj,0.9136,0.08640000000000003,2.358405058296711,5.3580432e-05,1.5152296e-05,0.0,0.25,1.5190669,1.4420228,1.7945993,-5.009427,8.198002,0.5649716,0.1459546,0.25895580407871555,0.11092577147622895,0.3972533,0.113520205,False,WT vs Aire_KO,WT,Aire_KO,False
Chn2,0.9342,0.06579999999999997,2.6530705684654103,4.603643e-05,1.5885105e-05,0.0,0.25,1.5184385,1.5655494,2.1060598,-7.450058,9.855916,0.3585299,0.11559633,0.10316368638239,0.04854045037531282,0.25466222,0.08770129,False,WT vs Aire_KO,WT,Aire_KO,False
Aldob,0.9482,0.05179999999999996,2.907175118698705,5.2852036e-05,1.1556287e-05,0.0,0.25,1.515728,1.7156525,3.1268332,-8.98859,11.808632,0.67507714,0.096580505,0.06787871538783578,0.011676396997497923,0.37607476,0.06811789,True,WT vs Aire_KO,WT,Aire_KO,True
Ank3,0.9148,0.08520000000000005,2.3737039218738216,0.00021635616,5.9116053e-05,0.0,0.25,1.5147287,1.411982,1.3217566,-3.262063,6.975074,3.0074162,0.7846657,0.6963100293045373,0.4325271059215904,2.0531788,0.52363455,False,WT vs Aire_KO,WT,Aire_KO,False
Ppp2r3a,0.918,0.08199999999999996,2.4154780322982723,4.0420266e-05,1.4069404e-05,0.0,0.25,1.513161,1.5040436,1.4553488,-3.3130274,5.974369,0.40475988,0.087572984,0.24107409843909833,0.06905754795663055,0.28722173,0.06280552,False,WT vs Aire_KO,WT,Aire_KO,False
Gm11290,0.889,0.11099999999999999,2.0805669553600783,2.6905955e-05,4.180291e-06,0.0,0.25,1.513012,1.0247126,2.1470435,-3.890442,8.119297,0.24035504,0.0076730577,0.057592249267388894,0.006171809841534616,0.16618772,0.004880985,False,WT vs Aire_KO,WT,Aire_KO,False
Kat2b,0.9278,0.07220000000000004,2.5533760186929015,4.075813e-05,1.3393213e-05,0.0,0.25,1.5127335,1.5089726,1.2555536,-3.1717997,5.5711365,0.4618751,0.12643844,0.294838825429118,0.10725604670558686,0.31906217,0.0864308,False,WT vs Aire_KO,WT,Aire_KO,False
Klf5,0.9342,0.06579999999999997,2.6530705684654103,0.00011339215,4.6258363e-05,0.0,0.25,1.5116824,1.6382074,2.0181606,-5.264105,6.7406282,1.5776505,0.42852128,0.46456551641652155,0.17080900750625216,1.0144933,0.30875942,False,WT vs Aire_KO,WT,Aire_KO,True
Ptprt,0.9286,0.07140000000000002,2.5653800769531694,2.9384852e-05,8.441844e-06,0.0,0.25,1.5104117,1.5335941,2.1188352,-5.572707,8.9558325,0.3873583,0.07422864,0.1306141977154428,0.05587989991659731,0.24451971,0.05916606,False,WT vs Aire_KO,WT,Aire_KO,True
Irgm2,0.9212,0.07879999999999998,2.4587640550345577,2.7727961e-05,9.6640215e-06,0.0,0.25,1.5103292,1.4411011,1.7503988,-4.3257885,8.236384,0.26666567,0.05187667,0.15794509897733267,0.03836530442035024,0.19842023,0.04130284,False,WT vs Aire_KO,WT,Aire_KO,False
Osbpl6,0.9168,0.08320000000000005,2.3996418888485156,4.791459e-05,1.449868e-05,0.0,0.25,1.5089226,1.4720736,1.5897818,-4.86806,7.698985,0.33538565,0.082235195,0.16237067161054897,0.05738115095913277,0.25094903,0.05458525,False,WT vs Aire_KO,WT,Aire_KO,False
Klhl13,0.919,0.08099999999999996,2.428836855107859,1.8731525e-05,5.8279456e-06,0.0,0.25,1.5082421,1.4910545,1.3916165,-4.3821793,6.900053,0.12098655,0.033861537,0.07415824412415475,0.02885738115095902,0.07898517,0.019504497,False,WT vs Aire_KO,WT,Aire_KO,False
Btg2,0.9312,0.06879999999999997,2.6052701974278807,0.00040595984,0.00014983406,0.0,0.25,1.5080986,1.5889096,1.794953,-4.6998577,6.457925,6.050265,1.8463796,0.8078464206687049,0.5552960800667076,4.1537685,1.3520817,False,WT vs Aire_KO,WT,Aire_KO,False
Cdh1,0.9298,0.07020000000000004,2.583621066529587,0.00021383757,7.49762e-05,0.0,0.25,1.5049906,1.5397921,1.2310823,-3.6809835,5.1670856,3.4772637,1.0647401,0.8252496860236501,0.529608006672213,2.2886353,0.75604516,False,WT vs Aire_KO,WT,Aire_KO,True
Gp2,0.9324,0.0676,2.6241537869087113,0.00016022375,3.3883716e-05,0.0,0.25,1.5047659,1.481596,2.7536786,-8.540606,12.316965,2.6786294,0.32527083,0.15339991627294836,0.03536280233527931,1.5863976,0.20080966,False,WT vs Aire_KO,WT,Aire_KO,True
Cpeb2,0.9168,0.08320000000000005,2.3996418888485156,3.3032255e-05,1.0330185e-05,0.0,0.25,1.5037829,1.4701972,1.4613918,-3.1773062,6.8475122,0.47282314,0.11726415,0.2775551701453408,0.09974979149290986,0.31245467,0.0852816,False,WT vs Aire_KO,WT,Aire_KO,False
Mpzl3,0.9312,0.06879999999999997,2.6052701974278807,2.9394254e-05,9.674292e-06,0.0,0.25,1.5036714,1.472487,1.353388,-4.2117624,6.4152164,0.3371182,0.086405344,0.1997488188505515,0.07039199332777313,0.21596806,0.05784572,False,WT vs Aire_KO,WT,Aire_KO,False
Acaa2,0.9266,0.07340000000000002,2.5355979119144485,2.783656e-05,1.191643e-05,0.0,0.25,1.499879,1.6018066,1.9067348,-4.697875,7.0949783,0.24280323,0.09040866,0.15316069613061234,0.0672226855713095,0.16004597,0.054203298,False,WT vs Aire_KO,WT,Aire_KO,False
Hs3st5,0.9116,0.08840000000000003,2.3333292255754894,2.5871917e-05,4.0923137e-06,0.0,0.25,1.4997598,1.1967716,2.277505,-6.524267,9.602695,0.32306856,0.048874147,0.09969499431851857,0.04153461217681399,0.19053644,0.03140245,False,WT vs Aire_KO,WT,Aire_KO,True
Foxp1,0.9136,0.08640000000000003,2.358405058296711,0.00012235383,3.4905857e-05,0.0,0.25,1.4981737,1.4076838,1.3704678,-2.7734613,6.1084213,1.6255302,0.35279158,0.5308893008791821,0.21768140116763524,1.1695467,0.2341261,False,WT vs Aire_KO,WT,Aire_KO,False
Ankrd28,0.9084,0.09160000000000001,2.2942534403893853,3.3165757e-05,8.85927e-06,0.0,0.25,1.4978501,1.3070889,1.3089883,-2.2813654,6.281966,0.41834152,0.08457053,0.2392201423359942,0.07572977481234344,0.2838993,0.054363426,False,WT vs Aire_KO,WT,Aire_KO,False
Tiparp,0.9378,0.06220000000000003,2.713181556801915,8.0957354e-05,3.4402023e-05,0.0,0.25,1.4965779,1.6130071,1.634605,-5.529784,5.9056034,1.1080436,0.37931418,0.4343639734465995,0.18131776480399997,0.73917806,0.2671651,False,WT vs Aire_KO,WT,Aire_KO,False
Tenm2,0.9296,0.07040000000000002,2.5805609916455206,3.830996e-05,1.4400011e-05,0.0,0.25,1.4956897,1.4900789,2.2617943,-5.5809965,10.38721,0.37420088,0.12343618,0.11028048561688483,0.06989157631359466,0.25575218,0.09371199,False,WT vs Aire_KO,WT,Aire_KO,False
Macc1,0.9278,0.07220000000000004,2.5533760186929015,5.9496128e-05,1.883921e-05,0.0,0.25,1.4945338,1.5319781,1.6535659,-3.8362932,8.0967045,0.61729985,0.085738145,0.26457747742361193,0.058715596330275406,0.38829872,0.05871932,False,WT vs Aire_KO,WT,Aire_KO,True
