"Table S12. Combined tentative target genes (TTGs) of Pou5f1, Sox2, and Nanog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,Logratio of gene expression in lineage committed cells compared to ES*,,,,,,,,,,,,,,,,,,,,,,,,,,
Jub,0,0,1,-0.239,-0.211,0.227,19.25,70.83,19.87,-1,1,2,4754,0,0,1,3,3.8267,-0.33165,-0.9322,-0.5491,-0.2018,Down-regulated,Yes,Jub,ajuba,,,,,,,,,,,,,,,,,,,
Jup,1,0,0,-0.387,0,0,15.71,NA,NA,-1,0,0,-3371,0,0,2,3,4.8183,0,-0.2996,0,0,Down-regulated,Yes,Jup,junction plakoglobin,,,,,,,,,,,,,,,,,,,
Kbtbd8,1,0,0,-0.308,-0.335,0,49.29,46.7,NA,-1,1,0,290,1,0,4,3,6.6585,-0.1976,-0.3172,0,-0.4082,Down-regulated,Yes,Kbtbd8,kelch repeat and BTB (POZ) domain containing 8,,,,,,,,,,,,,,,,,,,
Kcnh2,1,0,0,-0.364,0,0,26.05,NA,NA,-1,0,0,390,1,0,4,1,4.8212,0,0,0,-0.2418,Down-regulated,Yes,Kcnh2,"potassium voltage-gated channel, subfamily H (eag-related), member 2",,,,,,,,,,,,,,,,,,,
Kctd10,1,0,0,0.272,0.482,0.25,56.91,54.36,43.87,1,3,0,1466,0,0,2,1,2.7794,0.30463,-0.2148,0,0.3194,Mixed,No,Kctd10,potassium channel tetramerisation domain containing 10,,,,,,,,,,,,,,,,,,,
Kifc3,0,1,0,-0.176,-0.292,0,72,36.63,NA,-1,1,0,-4157,0,0,2,3,4.5949,0,0.2025,0.4511,0,Up-regulated,No,Kifc3,kinesin family member C3,,,,,,,,,,,,,,,,,,,
Kit,1,0,1,-0.587,-0.76,-0.342448713,17.55,9.17,NA,-1,3,0,1898,0,0,2,4,6.1304,-0.83848,-0.2373,0.1976,-0.6511,Mixed,No,Kit,kit oncogene,,,,,,,,,,,,,,,,,,,
Klf2,1,1,0,-0.828,-0.465,0,5.64,17.04,NA,-1,1,0,-2785,0,0,2,3,5.0313,-0.90328,-1.1047,-1.3089,-0.4546,Down-regulated,Yes,Klf2,Kruppel-like factor 2 (lung),,,,,,,,,,,,,,,,,,,
Klf4,1,1,1,-0.523,-0.371,-0.433,27.09,22.21,28.94,-1,3,0,56241,0,0,1,14,4.5541,-0.86527,-1.0014,-0.9997,0.2154,Mixed,No,Klf4,Kruppel-like factor 4 (gut),,,,,,,,,,,,,,,,,,,
Klf5,1,0,0,-0.629,0,0.324,9.52,NA,40.07,-1,0,1,-22363,0,0,0,11,4.1371,0,-0.9535,-0.6535,-0.5628,Down-regulated,Yes,Klf5,chemokine-like factor,,,,,,,,,,,,,,,,,,,
Krt17,1,0,0,-0.558,-0.584,0,16.55,37.71,NA,-1,1,0,-10797,0,0,1,6,4.3448,-0.72723,-1.2491,-0.4893,-1.1923,Down-regulated,Yes,Krt17,keratin 17,,,,,,,,,,,,,,,,,,,
Krtap21-1,0,0,1,0,0,-0.315,NA,NA,38.2,-1,0,0,2127,0,1,0,2,2.4702,0,0,0,0,No change,No,Krtap21-1,keratin associated protein 21-1,,,,,,,,,,,,,,,,,,,
L3mbtl2,1,0,0,-0.287,0,0,27.53,NA,NA,-1,0,0,-603,1,0,5,4,7.972,-0.3197,-0.4795,-0.4713,-0.5886,Down-regulated,Yes,L3mbtl2,l(3)mbt-like 2 (Drosophila),,,,,,,,,,,,,,,,,,,
Lamc1,0,1,0,-0.713,-0.335,0,9.47,13.59,NA,-1,1,0,-1289,1,0,2,1,3.1839,0,0,0,0,No change,No,Lamc1,"laminin, gamma 1",,,,,,,,,,,,,,,,,,,
Laptm5,1,0,0,-0.557,-0.448,0,11.09,35.23,NA,-1,1,0,7939,0,0,2,2,3.4431,0,-0.4182,0,0,Down-regulated,Yes,Laptm5,lysosomal-associated protein transmembrane 5,,,,,,,,,,,,,,,,,,,
Lats2,0,0,1,0,0,0.237742774,NA,NA,NA,1,0,0,12027,0,0,9,8,4.0789,No data,0,No data,0.6839,Up-regulated,Yes,Lats2,large tumor suppressor 2,,,,,,,,,,,,,,,,,,,
Lck,0,0,1,0,-0.383,-0.415103085,NA,18.23,NA,-1,1,0,-2429,0,0,2,0,2.1121,0,-0.314,-0.1883,-0.2492,Down-regulated,Yes,Lck,lymphocyte protein tyrosine kinase,,,,,,,,,,,,,,,,,,,
Ldhb,0,0,1,-0.667,0,-0.472235929,62.7,NA,75.9,-1,1,0,440,1,0,0,3,2.7,-0.52673,0,0.4421,-0.542,Mixed,No,Ldhb,lactate dehydrogenase B,,,,,,,,,,,,,,,,,,,
Lefty1,1,0,1,-0.915,0.479,0.393583333,14.3,10.61,12.42,-1,1,2,-9986,0,0,8,15,9.5747,-1.98803,-1.8867,-1.8268,-0.903,Down-regulated,Yes,Lefty1,left right determination factor 1,,,,,,,,,,,,,,,,,,,
Lgmn,1,0,0,0.703,0.65,0.243,60.75,28.36,47.79,1,3,0,123,0,0,7,1,3.782,0,0.2191,0.6558,0.2517,Up-regulated,Yes,Lgmn,legumain,,,,,,,,,,,,,,,,,,,
Lgr4,1,1,0,-0.491,-0.476,0.199233333,7.08,14.32,NA,-1,1,2,25079,0,0,0,14,4.6984,-0.4526,-0.8186,-0.554,-0.3595,Down-regulated,Yes,Lgr4,leucine-rich repeat-containing G protein-coupled receptor 4,,,,,,,,,,,,,,,,,,,
Lifr,1,1,0,-0.262,-0.21,0,31.92,22.85,NA,-1,1,0,-13030,0,0,4,22,9.3952,0,0,0,0,No change,No,Lifr,leukemia inhibitory factor receptor,,,,,,,,,,,,,,,,,,,
Lima1,0,0,1,0.646,0.495,-0.357821532,57.97,55.03,NA,1,1,2,2590,0,0,1,9,3.6107,-0.43686,-0.3674,0,0.426,Mixed,No,Lima1,LIM domain and actin binding 1,,,,,,,,,,,,,,,,,,,
Lin7c,0,0,1,0,0,-0.358382652,NA,NA,NA,-1,0,0,17399,0,0,0,3,1.9681,0,0.3007,-0.2344,0,Mixed,No,Lin7c,lin-7 homolog C (C. elegans),,,,,,,,,,,,,,,,,,,
LOC236749,1,0,0,0.29,0.246,0.26245,57.14,67.11,NA,1,3,0,48188,0,1,4,6,2.9268,0,-0.7727,-0.3259,0.424,Mixed,No,LOC236749,similar to hypothetical protein,,,,,,,,,,,,,,,,,,,
LOC331392,0,1,0,-0.242,-0.433,0,21.5,18.25,NA,-1,1,0,-16164,0,0,0,7,3.3771,0,0,0,-0.1765,Down-regulated,Yes,LOC331392,similar to Nucleolar phosphoprotein p130 (Nucleolar 130 kDa protein) (140 kDa nucleolar phosphoprotein) (Nopp140) (Nucleolar and coiled-body phosphoprotein 1),,,,,,,,,,,,,,,,,,,
LOC432988,1,1,1,-0.532,-0.285,-0.2464,11.43,42.3,NA,-1,3,0,-34,0,0,4,3,7.7009,-0.55568,-0.3781,-0.3035,-1.0419,Down-regulated,Yes,LOC432988,hypothetical gene supported by AK082832,,,,,,,,,,,,,,,,,,,
LOC435970,1,0,0,-0.59,-0.375,0,52.79,38.91,NA,-1,1,0,-9981,0,1,2,7,5.3003,-0.6569,-1.3639,-1.1655,-1.3167,Down-regulated,Yes,LOC435970,hypothetical LOC435970,,,,,,,,,,,,,,,,,,,
LOC627695,1,0,0,-0.296,0,0,16.87,NA,NA,-1,0,0,-762,1,0,153,0,36.3399,0,0.2137,0.4429,0,Up-regulated,No,LOC627695,hypothetical protein LOC627694,,,,,,,,,,,,,,,,,,,
Lonrf2,1,0,0,-0.212,0.189,0,12.94,93.43,NA,-1,0,1,-2695,0,1,2,8,7.5647,0,0.9328,0.6385,0,Up-regulated,No,Lonrf2,LON peptidase N-terminal domain and ring finger 2,,,,,,,,,,,,,,,,,,,
Lrp2bp,0,0,1,0,0,-0.351891482,NA,NA,NA,-1,0,0,-184,0,0,3,0,3.3154,0.28939,0.2737,0,0,Up-regulated,No,Lrp2bp,Lrp2 binding protein,,,,,,,,,,,,,,,,,,,
Lrrc2,1,0,1,-1.378,0.245,-0.37164212,8.96,9.13,NA,-1,1,2,-3539,0,0,9,0,4.9363,-1.18005,-1.4461,-0.8362,-1.4386,Down-regulated,Yes,Lrrc2,leucine rich repeat containing 2,,,,,,,,,,,,,,,,,,,
Lrrc34,0,0,1,0,-0.374,-0.58117748,NA,39.74,11.88,-1,1,0,-797,0,0,0,3,3.7626,-1.77401,-1.3124,No data,-1.5444,Down-regulated,Yes,Lrrc34,leucine rich repeat containing 34,,,,,,,,,,,,,,,,,,,
Ly6c,1,0,0,-0.254,0.287,0,21.03,73.5,NA,1,0,1,-31061,0,0,19,7,4.1855,0.80305,-1.0523,0,0,Mixed,No,Ly6c,"lymphocyte antigen 6 complex, locus C",,,,,,,,,,,,,,,,,,,
Lypla1,0,0,1,-0.302,0,-0.433,54.06,NA,9.92,-1,1,0,11817,0,0,1,6,4.2597,-0.3176,-0.2856,-0.4494,-0.2664,Down-regulated,Yes,Lypla1,lysophospholipase 1,,,,,,,,,,,,,,,,,,,
Manba,1,1,1,-0.713,-0.455,-0.315676429,14.46,18.61,NA,-1,3,0,31220,0,0,6,18,7.5619,-0.20901,-0.8549,-0.3963,-0.7021,Down-regulated,Yes,Manba,"mannosidase, beta A, lysosomal",,,,,,,,,,,,,,,,,,,
Mcf2,1,0,1,-0.577,-0.798,-0.484381105,4.97,11.32,49.85,-1,3,0,8524,0,0,2,5,4.7621,-1.02661,-0.8231,-0.3782,-0.8198,Down-regulated,Yes,Mcf2,mcf.2 transforming sequence,,,,,,,,,,,,,,,,,,,
Mesdc1,1,0,0,-0.271,-0.276,0,89.25,20.36,NA,-1,1,0,-352,0,0,3,3,7.078,0,-0.2482,-0.5297,0,Down-regulated,Yes,Mesdc1,mesoderm development candidate 1,,,,,,,,,,,,,,,,,,,
Mical1,1,0,0,-0.531,0,0,43.3,NA,NA,-1,0,0,-3862,0,1,1,13,8.0402,0,-0.2628,-0.216,0,Down-regulated,Yes,Mical1,"microtubule associated monoxygenase, calponin and LIM domain containing 1",,,,,,,,,,,,,,,,,,,
Mical3,0,0,1,0,0,-0.47480817,NA,NA,NA,-1,0,0,509,1,0,0,4,3.4299,0,0,0,0,No change,No,Mical3,"microtubule associated monoxygenase, calponin and LIM domain containing 3",,,,,,,,,,,,,,,,,,,
Mid1,0,0,1,0,0,-0.210620754,NA,NA,NA,-1,0,0,214,0,0,5,0,4.5421,0,0,0,0,No change,No,Mid1,midline 1,,,,,,,,,,,,,,,,,,,
Mif,1,1,0,-0.465,-0.222,0.202483333,48.78,59.01,NA,-1,1,2,8271,0,0,0,12,5.4792,-0.35444,-0.3166,-0.3129,0,Down-regulated,Yes,Mif,"Mus musculus macrophage migration inhibitory factor (Mif), mRNA",,,,,,,,,,,,,,,,,,,
Mkrn1,1,1,0,-0.542,-0.214,0,18.72,49.36,NA,-1,1,0,-57,0,0,8,4,10.5904,-0.62086,-1.1864,-0.9612,-0.7798,Down-regulated,Yes,Mkrn1,"makorin, ring finger protein, 1",,,,,,,,,,,,,,,,,,,
Mllt6,0,0,1,0,0,-0.255,NA,NA,40.69,-1,0,0,-363,0,0,0,4,4.4925,0,-0.2922,0.2651,-0.5333,Mixed,No,Mllt6,expressed sequence AI315037,,,,,,,,,,,,,,,,,,,
Morc1,1,1,0,-1.302,-0.836,0,12.46,20.27,NA,-1,1,0,656,0,0,5,2,7.4308,-2.04463,-2.472,-1.6335,-2.2623,Down-regulated,Yes,Morc1,microrchidia 1,,,,,,,,,,,,,,,,,,,
Morc3,1,0,1,-0.377,-0.296,-0.396,19.69,34.82,11.27,-1,3,0,-5494,0,0,1,4,4.201,-0.2116,-0.3295,-0.2336,-0.204,Down-regulated,Yes,Morc3,microrchidia 3,,,,,,,,,,,,,,,,,,,
Mov10,0,0,1,-0.257,0,-0.254525256,34.6,NA,NA,-1,1,0,3372,0,0,0,7,4.8163,0,-0.2402,-0.2263,0,Down-regulated,Yes,Mov10,Moloney leukemia virus 10,,,,,,,,,,,,,,,,,,,
Mppe1,0,1,0,0,-0.223,0,NA,46.49,NA,-1,0,0,-13854,0,0,2,17,7.4789,0.56248,0,No data,0.2559,Up-regulated,No,Mppe1,metallophosphoesterase 1,,,,,,,,,,,,,,,,,,,
Mras,0,0,1,-0.441,0,-0.752,15.91,NA,7.38,-1,1,0,17072,0,0,0,7,3.3391,0,0,0,0,No change,No,Mras,muscle and microspikes RAS,,,,,,,,,,,,,,,,,,,
Mrg1,1,0,0,-0.573,-0.715,0.189122637,5.32,9.34,NA,-1,1,2,658,1,0,2,2,4.4504,0,1.1859,0.9886,0.9352,Up-regulated,Yes,Mrg1,myeloid ecotropic viral integration site-related gene 1,,,,,,,,,,,,,,,,,,,
Mrpl24,1,0,0,-0.396,0,0,18.33,NA,NA,-1,0,0,-102,1,0,2,2,4.4641,-0.2926,-0.3587,-0.3457,-0.381,Down-regulated,Yes,Mrpl24,mitochondrial ribosomal protein L24,,,,,,,,,,,,,,,,,,,
Mrps31,0,0,1,-0.268,0,-0.229,24.68,NA,41.98,-1,1,0,10459,0,1,3,3,4.1591,0.23404,-0.2984,-0.4162,-0.3936,Mixed,No,Mrps31,mitochondrial ribosomal protein S31,,,,,,,,,,,,,,,,,,,
Ms4a10,1,1,0,-0.201,-0.242,0,29.68,45.8,NA,-1,1,0,1641,0,0,6,8,10.6989,0,0,0,0,No change,No,Ms4a10,"membrane-spanning 4-domains, subfamily A, member 10",,,,,,,,,,,,,,,,,,,
Msc,1,1,0,-0.704,-0.556,0,19.96,21.41,NA,-1,1,0,13089,0,1,2,8,5.3184,-0.2669,-0.7283,-0.2741,-0.6985,Down-regulated,Yes,Msc,musculin,,,,,,,,,,,,,,,,,,,
Msh6,1,0,1,-0.412,-0.312,-0.184,41.59,62.85,81.25,-1,3,0,-1173,0,0,3,2,6.0406,-0.5658,-0.7676,-1.2397,No data,Down-regulated,Yes,Msh6,mutS homolog 6 (E. coli),,,,,,,,,,,,,,,,,,,
Msrb2,0,1,0,0,-0.44,0,NA,34.41,NA,-1,0,0,21483,0,0,4,10,5.921,-0.27592,-0.3983,No data,-0.3102,Down-regulated,No,Msrb2,methionine sulfoxide reductase B2,,,,,,,,,,,,,,,,,,,
Msx2,0,0,1,0.632,0.273,0.2442853,21.43,56.22,NA,1,3,0,10622,0,0,1,15,3.6137,0.88244,-0.4299,0,0.3508,Mixed,No,Msx2,"homeo box, msh-like 2",,,,,,,,,,,,,,,,,,,
Mtf2,1,1,1,-0.488,-0.287,-0.209383333,13.25,44.01,NA,-1,3,0,11646,0,1,6,10,7.4085,-0.63438,-0.8755,-1.0769,-0.7774,Down-regulated,Yes,Mtf2,metal response element binding transcription factor 2,,,,,,,,,,,,,,,,,,,
Mtss1,1,0,0,-0.465,0,-0.229099841,2.76,NA,NA,-1,1,0,-1184,0,0,1,3,5.2428,-0.8335,0.2565,0.4194,-0.8588,Mixed,No,Mtss1,metastasis suppressor 1,,,,,,,,,,,,,,,,,,,
Mum1,1,0,0,-0.378,0,0,26.13,NA,NA,-1,0,0,1108,0,0,2,1,4.3999,0,-0.2778,-0.4102,-0.2531,Down-regulated,Yes,Mum1,melanoma associated antigen (mutated) 1,,,,,,,,,,,,,,,,,,,
Mup4,1,1,0,-0.795,-0.876,0,13.56,25.87,NA,-1,1,0,-3101,0,0,2,9,7.7293,-1.06931,-1.5314,-0.9507,-1.3326,Down-regulated,Yes,Mup4,major urinary protein 4,,,,,,,,,,,,,,,,,,,
Mup5,1,1,0,-0.609,-0.838,0,15.64,19.61,NA,-1,1,0,-30167,0,0,4,10,5.4828,-0.6541,-1.2531,-0.5769,-1.2208,Down-regulated,Yes,Mup5,major urinary protein 5,,,,,,,,,,,,,,,,,,,
Mut,0,0,1,0,0,-0.309770582,NA,NA,NA,-1,0,0,-14579,0,0,0,2,1.5991,0,0,0,0,No change,No,Mut,methylmalonyl-Coenzyme A mutase,,,,,,,,,,,,,,,,,,,
Myb,0,1,0,0,-0.236,-0.245256964,NA,40.7,NA,-1,1,0,57618,0,0,6,7,4.5614,0,-0.2172,0,-0.3902,Down-regulated,Yes,Myb,myeloblastosis oncogene,,,,,,,,,,,,,,,,,,,
Mybl2,1,0,1,-0.495,0,-0.2837,1.06,NA,NA,-1,1,0,-22345,0,0,9,9,6.8926,0,-0.5835,-0.4623,-0.8072,Down-regulated,Yes,Mybl2,myeloblastosis oncogene-like 2,,,,,,,,,,,,,,,,,,,
Myc,1,0,1,-0.585,0,0.269754605,6.48,NA,NA,-1,0,1,25176,0,0,0,23,6.3585,0.38529,0.4603,0,0,Up-regulated,Yes,Myc,myelocytomatosis oncogene,,,,,,,,,,,,,,,,,,,
Mycn,1,1,0,-0.416,-0.357,0,55.7,30.86,NA,-1,1,0,-2171,0,0,12,11,13.567,-0.5432,-1.209,-1.2668,-1.5595,Down-regulated,Yes,Mycn,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",,,,,,,,,,,,,,,,,,,
Mylpf,1,0,0,-1.198,-0.423,0.311655752,13.57,63.75,79.75,-1,1,2,1065,0,0,0,4,4.4231,-0.85748,-0.8589,-0.5469,-1.0054,Down-regulated,Yes,Mylpf,"myosin light chain, phosphorylatable, fast skeletal muscle",,,,,,,,,,,,,,,,,,,
Myo10,1,0,0,-0.41,-0.454,0,19.33,10.95,NA,-1,1,0,-418,0,0,2,6,8.399,-0.4264,0,0.4148,-0.2793,Mixed,No,Myo10,myosin X,,,,,,,,,,,,,,,,,,,
Myo1f,0,1,0,-0.718,-0.483,-0.4813,9.18,27.74,NA,-1,3,0,47583,0,0,0,9,3.092,-0.88015,-1.2442,-0.461,-0.2561,Down-regulated,Yes,Myo1f,myosin IF,,,,,,,,,,,,,,,,,,,
Myo5a,0,0,1,0.178,0,-0.200899352,118.9,NA,NA,-1,0,1,13122,0,0,1,19,7.4914,0,0.4301,0,0.3472,Up-regulated,Yes,Myo5a,myosin Va,,,,,,,,,,,,,,,,,,,
Myo6,1,0,0,-0.218,0,0,44.55,NA,NA,-1,0,0,1028,0,0,1,8,8.5179,0,1.1586,0.7089,0.2908,Up-regulated,No,Myo6,myosin VI,,,,,,,,,,,,,,,,,,,
Myst4,1,0,0,-0.343,0,0,19.44,NA,NA,-1,0,0,-13541,0,0,5,14,7.8965,0,-0.1803,0,-0.241,Down-regulated,Yes,Myst4,MYST histone acetyltransferase monocytic leukemia 4,,,,,,,,,,,,,,,,,,,
Nanog,1,1,0,-0.797,-0.38,-0.722,51.06,41.7,6.18,-1,3,0,362,0,0,6,4,9.5748,-0.61111,-0.6299,-0.5531,-0.6033,Down-regulated,Yes,Nanog,Nanog homeobox,,,,,,,,,,,,,,,,,,,
Naprt1,1,1,0,-0.404,-0.347,0,13.65,51.62,NA,-1,1,0,4252,0,0,2,7,6.4074,-0.29581,-0.7793,No data,-0.6642,Down-regulated,Yes,Naprt1,nicotinate phosphoribosyltransferase domain containing 1,,,,,,,,,,,,,,,,,,,
Ncl,1,1,0,-0.576,-0.418,0,11.78,34.49,NA,-1,1,0,10097,0,0,4,10,7.0058,0.48333,-0.4063,-0.3944,-0.334,Mixed,No,Ncl,nucleolin,,,,,,,,,,,,,,,,,,,
Ncoa7,0,1,0,0,-0.267,0,NA,42.81,NA,-1,0,0,-82067,0,0,2,13,4.3747,-0.24321,0,0,0,Down-regulated,No,Ncoa7,nuclear receptor coactivator 7,,,,,,,,,,,,,,,,,,,
Ncor1,1,0,0,-0.255,0,0,10.52,NA,NA,-1,0,0,-53334,0,0,5,22,7.0543,0,0,-0.2354,-0.2706,Down-regulated,Yes,Ncor1,nuclear receptor co-repressor 1,,,,,,,,,,,,,,,,,,,
Ndp52,1,0,1,-0.68,0,0.538,61.76,NA,11.77,-1,0,1,-3408,0,0,2,6,6.3254,-1.0042,-1.2555,-0.8702,-1.4435,Down-regulated,Yes,Ndp52,nuclear domain 10 protein 52,,,,,,,,,,,,,,,,,,,
Nedd4,1,0,0,-0.319,-0.189,0,5.32,82.42,NA,-1,1,0,-4106,0,0,0,4,3.2625,-0.4177,-0.2743,-0.4097,0,Down-regulated,Yes,Nedd4,"neural precursor cell expressed, developmentally down-regulted gene 4",,,,,,,,,,,,,,,,,,,
Nef3,0,1,0,0,-0.249,0,NA,33.98,NA,-1,0,0,8140,1,0,4,3,3.7395,0,0,No data,0,No change,No,Nef3,"Mus musculus neurofilament 3, medium (Nef3), mRNA",,,,,,,,,,,,,,,,,,,
Nfatc2ip,1,1,0,-0.718,-0.522,0,8.83,29.82,NA,-1,1,0,4144,0,1,6,8,8.6249,-0.44228,-0.6189,-0.6257,-0.8377,Down-regulated,Yes,Nfatc2ip,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein",,,,,,,,,,,,,,,,,,,
Nfib,1,1,0,-0.717,-0.374,0,47.42,20.23,NA,-1,1,0,67853,0,0,5,17,5.9644,0,0.8952,0,0.3916,Up-regulated,No,Nfib,nuclear factor I/B,,,,,,,,,,,,,,,,,,,
Ng23,1,0,0,-0.502,0,0,17.01,NA,NA,-1,0,0,411,0,0,6,0,5.0823,0.25865,0.495,0.2086,-0.1964,Mixed,No,Ng23,Ng23 protein,,,,,,,,,,,,,,,,,,,
Nipsnap1,1,0,1,-0.501,0,-0.281962515,39.59,NA,NA,-1,1,0,-762,0,0,4,1,5.8795,-0.26326,-0.2849,-0.319,-0.4454,Down-regulated,Yes,Nipsnap1,4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans),,,,,,,,,,,,,,,,,,,
Nlrp9c,1,1,0,-0.382,-0.48,0,11.02,31.86,NA,-1,1,0,7404,0,0,3,3,4.5032,-0.54743,-0.5942,0,-0.8366,Down-regulated,Yes,Nlrp9c,"NLR family, pyrin domain containing 9C",,,,,,,,,,,,,,,,,,,
Nme7,0,0,1,0,0,-0.246,NA,NA,41.31,-1,0,0,69235,0,0,4,1,2.2482,0,-0.2538,-0.2186,-0.3244,Down-regulated,Yes,Nme7,"non-metastatic cells 7, protein expressed in",,,,,,,,,,,,,,,,,,,
Nmnat2,1,0,0,-0.768,-0.253,0,13.28,63.9,NA,-1,1,0,6257,0,0,4,3,5.0969,-0.86476,-0.4398,0,-0.6928,Down-regulated,Yes,Nmnat2,nicotinamide nucleotide adenylyltransferase 2,,,,,,,,,,,,,,,,,,,
Nodal,1,0,1,-0.185,0.247,0.304180877,69.34,18.7,NA,1,1,2,-1768,1,0,4,7,3.6862,-0.21449,-0.2924,0,-0.291,Down-regulated,Yes,Nodal,nodal,,,,,,,,,,,,,,,,,,,
Nol8,0,1,0,-0.277,-0.501,0,18.53,21.01,NA,-1,1,0,90,1,0,5,2,6.4102,0,-0.4052,-0.1813,-0.1961,Down-regulated,Yes,Nol8,nucleolar protein 8,,,,,,,,,,,,,,,,,,,
Notch1,1,1,0,-0.283,-0.422,0,30.77,34.07,NA,-1,1,0,544,1,0,7,1,6.438,-0.21646,0.7142,0.253,0,Mixed,No,Notch1,Notch gene homolog 1 (Drosophila),,,,,,,,,,,,,,,,,,,
Nphs1,1,0,0,-0.806,-0.191,0,13.74,69.77,NA,-1,1,0,4976,0,0,7,2,5.938,-0.29096,-0.8851,-0.3087,-0.9358,Down-regulated,Yes,Nphs1,"nephrosis 1 homolog, nephrin (human)",,,,,,,,,,,,,,,,,,,
Npr1,1,0,0,-0.355,-0.183,0,29.23,47.24,NA,-1,1,0,-414,0,0,4,0,3.9585,0,-0.4429,-0.4757,-0.9845,Down-regulated,Yes,Npr1,natriuretic peptide receptor 1,,,,,,,,,,,,,,,,,,,
Nr0b1,1,0,1,-1.124,-0.984,-0.477966667,5.54,7.32,35,-1,3,0,1735,0,0,1,4,5.4524,-0.5718,-1.6398,-1.3731,-1.6829,Down-regulated,Yes,Nr0b1,"nuclear receptor subfamily 0, group B, member 1",,,,,,,,,,,,,,,,,,,
Nrp2,0,1,0,0.369,-1.16,0.540316667,10,14.49,NA,-1,1,2,35109,0,0,1,7,3.5854,-0.33174,-0.5754,0,0.2094,Mixed,No,Nrp2,neuropilin 2,,,,,,,,,,,,,,,,,,,
Ntn1,1,0,0,-0.594,-1.031,0,5.45,11.34,NA,-1,1,0,321,1,0,4,3,6.6585,-0.95801,0.2394,0,-0.4225,Mixed,No,Ntn1,netrin 1,,,,,,,,,,,,,,,,,,,
Nucks1,1,0,0,-0.266,-0.225,0,89.92,77.03,NA,-1,1,0,-20772,0,1,5,16,7.5954,0,0,0,0,No change,No,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,,,,,,,,,,,,,,,,,,,
Oas1a,1,1,1,-0.275,-0.189,-0.197433333,34.18,46.83,NA,-1,3,0,-704,0,0,2,4,7.0749,0.39086,-0.8344,-0.272,-0.4222,Mixed,No,Oas1a,2'-5' oligoadenylate synthetase 1A,,,,,,,,,,,,,,,,,,,
Oas1f,0,1,0,0,-0.226,0,NA,43.23,NA,-1,0,0,-13292,0,0,4,5,5.0722,No data,No data,No data,No data,No data,No,Oas1f,2'-5' oligoadenylate synthetase 1F,,,,,,,,,,,,,,,,,,,
Odz4,1,1,0,-0.629,-0.357,0,12.2,34.85,NA,-1,1,0,-5155,0,0,5,4,6.2099,-0.3267,-0.2575,-0.1882,0,Down-regulated,Yes,Odz4,odd Oz/ten-m homolog 4 (Drosophila),,,,,,,,,,,,,,,,,,,
Osm,0,1,0,0,-0.25,0,NA,36.35,NA,-1,0,0,9914,0,0,5,9,7.0993,-0.35335,0,0,0,Down-regulated,No,Osm,oncostatin M,,,,,,,,,,,,,,,,,,,
Otx2,1,1,0,-0.93,-0.323,0,19.43,19.64,NA,-1,1,0,-279,0,0,1,18,12.9177,-1.1018,-0.4583,-0.4175,-1.2559,Down-regulated,Yes,Otx2,orthodenticle homolog 2 (Drosophila),,,,,,,,,,,,,,,,,,,
P2ry5,0,0,1,0.237,-0.488,0.589775499,10.1,9.88,NA,1,1,2,429,1,0,4,5,3.586,-0.5026,0,-0.228,0.211,Mixed,No,P2ry5,"purinergic receptor P2Y, G-protein coupled, 5",,,,,,,,,,,,,,,,,,,
Palld,0,0,1,0,0,0.284,NA,NA,26.22,1,0,0,78,0,0,3,2,3.4864,0,0,0,0,No change,No,Palld,RIKEN cDNA 2410003B16 gene,,,,,,,,,,,,,,,,,,,
Parg,1,0,0,-0.29,0,0,34.78,NA,NA,-1,0,0,137648,1,1,82,29,12.2769,0,-0.2022,0,-0.2525,Down-regulated,Yes,Parg,poly (ADP-ribose) glycohydrolase,,,,,,,,,,,,,,,,,,,
Parp1,1,0,0,-0.463,-0.208,0,28.02,76.03,NA,-1,1,0,1915,0,0,1,5,5.9317,-0.33712,-0.2694,-0.1768,-0.6099,Down-regulated,Yes,Parp1,"poly (ADP-ribose) polymerase family, member 1",,,,,,,,,,,,,,,,,,,
Pawr,0,0,1,0.222,0.251,0.333633333,67.25,29.89,NA,1,3,0,-45160,0,0,8,11,3.6893,0.32262,-0.9372,-0.1855,0,Mixed,No,Pawr,"Mus musculus PRKC, apoptosis, WT1, regulator (Pawr), mRNA",,,,,,,,,,,,,,,,,,,
Pax6,1,1,1,-0.382,-0.466,-0.217230409,9.01,13.4,NA,-1,3,0,1635,1,0,7,4,7.9435,-0.1803,0.6184,0.3817,-0.2342,Mixed,No,Pax6,paired box gene 6,,,,,,,,,,,,,,,,,,,
Pbef1,0,0,1,0,0,-0.318524354,NA,NA,NA,-1,0,0,-1265,0,0,2,0,2.4484,-0.2275,-0.3617,-0.5038,-0.493,Down-regulated,Yes,Pbef1,pre-B-cell colony-enhancing factor 1,,,,,,,,,,,,,,,,,,,
