Gene Symbol,Ensembl ID,GNF GeneAtlas
Cyp3a13,ENSMUSG00000029727,TRE
Tpk1,ENSMUSG00000029735,TRE
Dlx5,ENSMUSG00000029755,TRE
Dync1i1,ENSMUSG00000029757,TRE
1700012A03Rik,ENSMUSG00000029766,TRE
Ccdc136,ENSMUSG00000029769,TRE
Irf5,ENSMUSG00000029771,TRE
Adcyap1r1,ENSMUSG00000029778,TRE
1700025E21Rik,ENSMUSG00000029784,TRE
Cpa5,ENSMUSG00000029788,TRE
Herc3,ENSMUSG00000029804,TRE
Abp1,ENSMUSG00000029811,TRE
1600015I10Rik,ENSMUSG00000029813,TRE
Gpnmb,ENSMUSG00000029816,TRE
Npy,ENSMUSG00000029819,TRE
4921507P07Rik,ENSMUSG00000029828,TRE
Tmem213,ENSMUSG00000029829,TRE
Nfe2l3,ENSMUSG00000029832,TRE
Slc13a4,ENSMUSG00000029843,TRE
Hoxa1,ENSMUSG00000029844,TRE
2010107G12Rik,ENSMUSG00000029847,TRE
Stra8,ENSMUSG00000029848,TRE
Fam115c,ENSMUSG00000029851,TRE
Fam131b,ENSMUSG00000029861,TRE
Clcn1,ENSMUSG00000029862,TRE
Sval1,ENSMUSG00000029865,TRE
Kel,ENSMUSG00000029866,TRE
1700034O15Rik,ENSMUSG00000029867,TRE
Trpv6,ENSMUSG00000029868,TRE
Ephb6,ENSMUSG00000029869,TRE
AI836003,ENSMUSG00000029875,TRE
2210010C04Rik,ENSMUSG00000029882,TRE
1700074P13Rik,ENSMUSG00000029883,TRE
Prss37,ENSMUSG00000029909,TRE
Clec5a,ENSMUSG00000029915,TRE
Hpgds,ENSMUSG00000029919,TRE
Rab19,ENSMUSG00000029923,TRE
Tbxas1,ENSMUSG00000029925,TRE
Tgfa,ENSMUSG00000029999,TRE
Nat8,ENSMUSG00000030004,TRE
Reg3g,ENSMUSG00000030017,TRE
1700003E16Rik,ENSMUSG00000030030,TRE
Wdr54,ENSMUSG00000030032,TRE
D6Mm5e,ENSMUSG00000030041,TRE
Bmp10,ENSMUSG00000030046,TRE
Gkn3,ENSMUSG00000030048,TRE
Gkn2,ENSMUSG00000030049,TRE
Gkn1,ENSMUSG00000030050,TRE
Aplf,ENSMUSG00000030051,TRE
Gp9,ENSMUSG00000030054,TRE
Prok2,ENSMUSG00000030069,TRE
Gxylt2,ENSMUSG00000030074,TRE
Cntn3,ENSMUSG00000030075,TRE
Chl1,ENSMUSG00000030077,TRE
Abtb1,ENSMUSG00000030083,TRE
Aldh1l1,ENSMUSG00000030088,TRE
Cntn6,ENSMUSG00000030092,TRE
Wnt7a,ENSMUSG00000030093,TRE
Grip2,ENSMUSG00000030098,TRE
Slc6a13,ENSMUSG00000030108,TRE
Slc6a12,ENSMUSG00000030109,TRE
Ret,ENSMUSG00000030110,TRE
Klrg1,ENSMUSG00000030114,TRE
Gdf3,ENSMUSG00000030117,TRE
Lag3,ENSMUSG00000030124,TRE
Lrrc23,ENSMUSG00000030125,TRE
Mug2,ENSMUSG00000030131,TRE
Rasgef1a,ENSMUSG00000030134,TRE
Clec4e,ENSMUSG00000030142,TRE
Clec4d,ENSMUSG00000030144,TRE
Clec4b1,ENSMUSG00000030147,TRE
Clec4a2,ENSMUSG00000030148,TRE
Klrk1,ENSMUSG00000030149,TRE
Klrb1f,ENSMUSG00000030154,TRE
Clec2e,ENSMUSG00000030155,TRE
Cd69,ENSMUSG00000030156,TRE
Clec12b,ENSMUSG00000030158,TRE
Clec1b,ENSMUSG00000030159,TRE
D630042F21Rik,ENSMUSG00000030160,TRE
Olr1,ENSMUSG00000030162,TRE
Klrd1,ENSMUSG00000030165,TRE
Klrc1,ENSMUSG00000030167,TRE
Wnt5b,ENSMUSG00000030170,TRE
Klra5,ENSMUSG00000030173,TRE
Klra2,ENSMUSG00000030187,TRE
Bcl2l14,ENSMUSG00000030200,TRE
Gsg1,ENSMUSG00000030206,TRE
Grin2b,ENSMUSG00000030209,TRE
Art4,ENSMUSG00000030217,TRE
Erp27,ENSMUSG00000030219,TRE
Rerg,ENSMUSG00000030222,TRE
Ptpro,ENSMUSG00000030223,TRE
Lmo3,ENSMUSG00000030226,TRE
Plcz1,ENSMUSG00000030230,TRE
Slco1c1,ENSMUSG00000030235,TRE
Slco1b2,ENSMUSG00000030236,TRE
Slco1a4,ENSMUSG00000030237,TRE
Gys2,ENSMUSG00000030244,TRE
Kcnj8,ENSMUSG00000030247,TRE
Bhlhe41,ENSMUSG00000030256,TRE
Lrmp,ENSMUSG00000030263,TRE
Cpne9,ENSMUSG00000030270,TRE
Il17rc,ENSMUSG00000030281,TRE
1700023A16Rik,ENSMUSG00000030292,TRE
Atp2b2,ENSMUSG00000030302,TRE
Far2,ENSMUSG00000030303,TRE
Slc6a11,ENSMUSG00000030307,TRE
Caprin2,ENSMUSG00000030309,TRE
Slc6a1,ENSMUSG00000030310,TRE
Cand2,ENSMUSG00000030319,TRE
Rho,ENSMUSG00000030324,TRE
Klrb1c,ENSMUSG00000030325,TRE
C530028O21Rik,ENSMUSG00000030329,TRE
Cd27,ENSMUSG00000030336,TRE
Vamp1,ENSMUSG00000030337,TRE
Scnn1a,ENSMUSG00000030340,TRE
Akap3,ENSMUSG00000030344,TRE
Prmt8,ENSMUSG00000030350,TRE
Tspan11,ENSMUSG00000030351,TRE
Tead4,ENSMUSG00000030353,TRE
Pzp,ENSMUSG00000030359,TRE
Klrb1a,ENSMUSG00000030361,TRE
Clec2h,ENSMUSG00000030364,TRE
Clec2i,ENSMUSG00000030365,TRE
Ceacam12,ENSMUSG00000030366,TRE
Ceacam11,ENSMUSG00000030368,TRE
Psg28,ENSMUSG00000030373,TRE
2810007J24Rik,ENSMUSG00000030378,TRE
Slc27a5,ENSMUSG00000030382,TRE
2900092C05Rik,ENSMUSG00000030385,TRE
Zik1,ENSMUSG00000030393,TRE
Rtn2,ENSMUSG00000030401,TRE
Ppm1n,ENSMUSG00000030402,TRE
Nova2,ENSMUSG00000030411,TRE
Pglyrp1,ENSMUSG00000030413,TRE
Lilra6,ENSMUSG00000030427,TRE
Ttyh1,ENSMUSG00000030428,TRE
Oca2,ENSMUSG00000030450,TRE
4933421I07Rik,ENSMUSG00000030463,TRE
Siglecg,ENSMUSG00000030468,TRE
Csrp3,ENSMUSG00000030470,TRE
Ceacam18,ENSMUSG00000030472,TRE
Siglece,ENSMUSG00000030474,TRE
Cyp2b10,ENSMUSG00000030483,TRE
Tdrd12,ENSMUSG00000030491,TRE
Slc7a9,ENSMUSG00000030492,TRE
Slc7a10,ENSMUSG00000030495,TRE
Gas2,ENSMUSG00000030498,TRE
Slc17a6,ENSMUSG00000030500,TRE
Fam189a1,ENSMUSG00000030518,TRE
Apba2,ENSMUSG00000030519,TRE
Trpm1,ENSMUSG00000030523,TRE
Blm,ENSMUSG00000030528,TRE
Furin,ENSMUSG00000030530,TRE
Mesp1,ENSMUSG00000030544,TRE
Rhcg,ENSMUSG00000030549,TRE
Ttc23,ENSMUSG00000030555,TRE
Rab38,ENSMUSG00000030559,TRE
Nox4,ENSMUSG00000030562,TRE
Cd22,ENSMUSG00000030577,TRE
Dpf1,ENSMUSG00000030584,TRE
2200002D01Rik,ENSMUSG00000030587,TRE
Rasgrp4,ENSMUSG00000030589,TRE
Fam98c,ENSMUSG00000030590,TRE
Ryr1,ENSMUSG00000030592,TRE
Fbxo17,ENSMUSG00000030598,TRE
Acan,ENSMUSG00000030607,TRE
Det1,ENSMUSG00000030610,TRE
Ccdc83,ENSMUSG00000030617,TRE
Me3,ENSMUSG00000030621,TRE
Fah,ENSMUSG00000030630,TRE
Sh3gl3,ENSMUSG00000030638,TRE
4632434I11Rik,ENSMUSG00000030641,TRE
Rab30,ENSMUSG00000030643,TRE
Tmc5,ENSMUSG00000030650,TRE
Art2b,ENSMUSG00000030651,TRE
1110006G14Rik,ENSMUSG00000030664,TRE
Calcb,ENSMUSG00000030666,TRE
Calca,ENSMUSG00000030669,TRE
Cyp2r1,ENSMUSG00000030670,TRE
Qprt,ENSMUSG00000030674,TRE
Sez6l2,ENSMUSG00000030683,TRE
Kctd13,ENSMUSG00000030685,TRE
Klk10,ENSMUSG00000030693,TRE
Tbx6,ENSMUSG00000030699,TRE
Plekhb1,ENSMUSG00000030701,TRE
Gdpd3,ENSMUSG00000030703,TRE
Dnajb13,ENSMUSG00000030708,TRE
Klk7,ENSMUSG00000030713,TRE
Cd19,ENSMUSG00000030724,TRE
Pgm2l1,ENSMUSG00000030729,TRE
Syt3,ENSMUSG00000030731,TRE
Chrdl2,ENSMUSG00000030732,TRE
Slco2b1,ENSMUSG00000030737,TRE
Lat,ENSMUSG00000030742,TRE
Il21r,ENSMUSG00000030745,TRE
Il4ra,ENSMUSG00000030748,TRE
Jmjd5,ENSMUSG00000030752,TRE
Aqp8,ENSMUSG00000030762,TRE
Slc5a11,ENSMUSG00000030769,TRE
Micalcl,ENSMUSG00000030771,TRE
Trat1,ENSMUSG00000030775,TRE
Slc5a2,ENSMUSG00000030781,TRE
Cox6a2,ENSMUSG00000030785,TRE
Itgam,ENSMUSG00000030786,TRE
Lyve1,ENSMUSG00000030787,TRE
Itgax,ENSMUSG00000030789,TRE
Adm,ENSMUSG00000030790,TRE
Dkkl1,ENSMUSG00000030792,TRE
Tead2,ENSMUSG00000030796,TRE
Cd37,ENSMUSG00000030798,TRE
Myst1,ENSMUSG00000030801,TRE
Stx1b,ENSMUSG00000030806,TRE
Fbxl19,ENSMUSG00000030811,TRE
Phkg2,ENSMUSG00000030815,TRE
Rnf40,ENSMUSG00000030816,TRE
Fgf21,ENSMUSG00000030827,TRE
Itgal,ENSMUSG00000030830,TRE
Abcc6,ENSMUSG00000030834,TRE
Ush1c,ENSMUSG00000030838,TRE
Ldhc,ENSMUSG00000030851,TRE
Ptpn5,ENSMUSG00000030854,TRE
1700007K09Rik,ENSMUSG00000030858,TRE
Cpxm2,ENSMUSG00000030862,TRE
2010110P09Rik,ENSMUSG00000030865,TRE
Ern2,ENSMUSG00000030866,TRE
Scnn1b,ENSMUSG00000030873,TRE
4933427G17Rik,ENSMUSG00000030877,TRE
Pdzd9,ENSMUSG00000030887,TRE
Vwa3a,ENSMUSG00000030889,TRE
Hpx,ENSMUSG00000030895,TRE
Cckbr,ENSMUSG00000030898,TRE
Crym,ENSMUSG00000030905,TRE
Anks4b,ENSMUSG00000030909,TRE
Zp2,ENSMUSG00000030911,TRE
Lyrm1,ENSMUSG00000030922,TRE
2610020H08Rik,ENSMUSG00000030924,TRE
Eri2,ENSMUSG00000030929,TRE
Acsm3,ENSMUSG00000030935,TRE
Acsm2,ENSMUSG00000030945,TRE
Lhpp,ENSMUSG00000030946,TRE
Gp2,ENSMUSG00000030954,TRE
Umod,ENSMUSG00000030963,TRE
Pdilt,ENSMUSG00000030968,TRE
Acsm5,ENSMUSG00000030972,TRE
4930404H21Rik,ENSMUSG00000030976,TRE
Uros,ENSMUSG00000030979,TRE
D7Ertd443e,ENSMUSG00000030994,TRE
Art1,ENSMUSG00000030996,TRE
Trim66,ENSMUSG00000031026,TRE
Stk33,ENSMUSG00000031027,TRE
Tub,ENSMUSG00000031028,TRE
Usp11,ENSMUSG00000031066,TRE
Mrgprf,ENSMUSG00000031070,TRE
Fgf15,ENSMUSG00000031073,TRE
Slc6a14,ENSMUSG00000031089,TRE
Tnni2,ENSMUSG00000031097,TRE
Syt8,ENSMUSG00000031098,TRE
Rab33a,ENSMUSG00000031104,TRE
Rbmx2,ENSMUSG00000031107,TRE
Igsf1,ENSMUSG00000031111,TRE
1700080O16Rik,ENSMUSG00000031118,TRE
3830403N18Rik,ENSMUSG00000031125,TRE
Slc9a9,ENSMUSG00000031129,TRE
Fgf13,ENSMUSG00000031137,TRE
F9,ENSMUSG00000031138,TRE
Mcf2,ENSMUSG00000031139,TRE
Cacna1f,ENSMUSG00000031142,TRE
Syp,ENSMUSG00000031144,TRE
Prickle3,ENSMUSG00000031145,TRE
Magix,ENSMUSG00000031147,TRE
Praf2,ENSMUSG00000031149,TRE
Ccdc120,ENSMUSG00000031150,TRE
Pim2,ENSMUSG00000031155,TRE
Gata1,ENSMUSG00000031162,TRE
Glod5,ENSMUSG00000031163,TRE
Porcn,ENSMUSG00000031169,TRE
Slc38a5,ENSMUSG00000031170,TRE
Otc,ENSMUSG00000031173,TRE
3830417A13Rik,ENSMUSG00000031179,TRE
Ctag2,ENSMUSG00000031181,TRE
4930447F04Rik,ENSMUSG00000031182,TRE
F8,ENSMUSG00000031196,TRE
Asb12,ENSMUSG00000031204,TRE
Magee1,ENSMUSG00000031227,TRE
Pgk2,ENSMUSG00000031233,TRE
Tbx22,ENSMUSG00000031241,TRE
Tnmd,ENSMUSG00000031250,TRE
Srpx2,ENSMUSG00000031253,TRE
Sytl4,ENSMUSG00000031255,TRE
Xkrx,ENSMUSG00000031258,TRE
Gla,ENSMUSG00000031266,TRE
4930513O06Rik,ENSMUSG00000031270,TRE
Serpina7,ENSMUSG00000031271,TRE
Col4a6,ENSMUSG00000031273,TRE
Chrdl1,ENSMUSG00000031283,TRE
Dcx,ENSMUSG00000031285,TRE
Glt28d2,ENSMUSG00000031286,TRE
Il13ra2,ENSMUSG00000031289,TRE
Rs1,ENSMUSG00000031293,TRE
Slc7a3,ENSMUSG00000031297,TRE
Gpr64,ENSMUSG00000031298,TRE
Zmym3,ENSMUSG00000031310,TRE
Itgb1bp2,ENSMUSG00000031312,TRE
Dmrtc1a,ENSMUSG00000031323,TRE
4930519F16Rik,ENSMUSG00000031325,TRE
Chic1,ENSMUSG00000031327,TRE
Tsx,ENSMUSG00000031329,TRE
Zcchc13,ENSMUSG00000031330,TRE
Gabra3,ENSMUSG00000031343,TRE
Zfp185,ENSMUSG00000031351,TRE
Arhgap6,ENSMUSG00000031355,TRE
Haus7,ENSMUSG00000031371,TRE
Car5b,ENSMUSG00000031373,TRE
Bmx,ENSMUSG00000031377,TRE
Figf,ENSMUSG00000031380,TRE
Asb11,ENSMUSG00000031382,TRE
Dusp9,ENSMUSG00000031383,TRE
Asb9,ENSMUSG00000031384,TRE
Plxnb3,ENSMUSG00000031385,TRE
Avpr2,ENSMUSG00000031390,TRE
Opn1mw,ENSMUSG00000031394,TRE
Tktl1,ENSMUSG00000031397,TRE
Tceal6,ENSMUSG00000031409,TRE
Plp1,ENSMUSG00000031425,TRE
Vsig1,ENSMUSG00000031430,TRE
Morc4,ENSMUSG00000031434,TRE
F7,ENSMUSG00000031443,TRE
F10,ENSMUSG00000031444,TRE
Proz,ENSMUSG00000031445,TRE
Adprhl1,ENSMUSG00000031448,TRE
Atp4b,ENSMUSG00000031449,TRE
1700029H14Rik,ENSMUSG00000031452,TRE
Myom2,ENSMUSG00000031461,TRE
Defb8,ENSMUSG00000031471,TRE
Thsd1,ENSMUSG00000031480,TRE
Slc25a15,ENSMUSG00000031482,TRE
Gpr124,ENSMUSG00000031486,TRE
Brf2,ENSMUSG00000031487,TRE
Rab11fip1,ENSMUSG00000031488,TRE
Adrb3,ENSMUSG00000031489,TRE
Chrna6,ENSMUSG00000031491,TRE
Chrnb3,ENSMUSG00000031492,TRE
Cd209a,ENSMUSG00000031494,TRE
Cd209d,ENSMUSG00000031495,TRE
Tnfsf13b,ENSMUSG00000031497,TRE
1700018L24Rik,ENSMUSG00000031512,TRE
Spata4,ENSMUSG00000031518,TRE
Asb5,ENSMUSG00000031519,TRE
Ap3m2,ENSMUSG00000031539,TRE
Agpat6,ENSMUSG00000031545,TRE
Ido1,ENSMUSG00000031551,TRE
Adam18,ENSMUSG00000031552,TRE
Adam3,ENSMUSG00000031553,TRE
Adam5,ENSMUSG00000031554,TRE
Dctd,ENSMUSG00000031562,TRE
Star,ENSMUSG00000031574,TRE
Kcnu1,ENSMUSG00000031576,TRE
Fgl1,ENSMUSG00000031594,TRE
Pdgfrl,ENSMUSG00000031595,TRE
Scrg1,ENSMUSG00000031610,TRE
1700007B14Rik,ENSMUSG00000031620,TRE
Isx,ENSMUSG00000031621,TRE
Mlf1ip,ENSMUSG00000031629,TRE
4933411K20Rik,ENSMUSG00000031631,TRE
Anxa10,ENSMUSG00000031635,TRE
Lrp2bp,ENSMUSG00000031637,TRE
F11,ENSMUSG00000031645,TRE
Triml1,ENSMUSG00000031651,TRE
Cbln1,ENSMUSG00000031654,TRE
Nkd1,ENSMUSG00000031661,TRE
Snx20,ENSMUSG00000031662,TRE
Sall1,ENSMUSG00000031665,TRE
1700011L22Rik,ENSMUSG00000031682,TRE
Pou4f2,ENSMUSG00000031688,TRE
Mylk3,ENSMUSG00000031698,TRE
Ucp1,ENSMUSG00000031710,TRE
Txnl4b,ENSMUSG00000031723,TRE
Pmfbp1,ENSMUSG00000031727,TRE
Zfp821,ENSMUSG00000031728,TRE
4933436C20Rik,ENSMUSG00000031736,TRE
Gnao1,ENSMUSG00000031748,TRE
Il34,ENSMUSG00000031750,TRE
Cenpn,ENSMUSG00000031756,TRE
Mt4,ENSMUSG00000031757,TRE
Mt3,ENSMUSG00000031760,TRE
Slc12a3,ENSMUSG00000031766,TRE
Nudt7,ENSMUSG00000031767,TRE
Cntnap4,ENSMUSG00000031772,TRE
Cx3cl1,ENSMUSG00000031778,TRE
Ccl22,ENSMUSG00000031779,TRE
Ccl17,ENSMUSG00000031780,TRE
Katnb1,ENSMUSG00000031787,TRE
Tmem38a,ENSMUSG00000031791,TRE
B3gnt3,ENSMUSG00000031803,TRE
Jak3,ENSMUSG00000031805,TRE
1700018B08Rik,ENSMUSG00000031809,TRE
Lrrc50,ENSMUSG00000031831,TRE
Necab2,ENSMUSG00000031837,TRE
Rab3a,ENSMUSG00000031840,TRE
Cdh13,ENSMUSG00000031841,TRE
Bcmo1,ENSMUSG00000031845,TRE
1700030J22Rik,ENSMUSG00000031847,TRE
Comp,ENSMUSG00000031849,TRE
Ntpcr,ENSMUSG00000031851,TRE
BC021891,ENSMUSG00000031853,TRE
Cdh5,ENSMUSG00000031871,TRE
Bean1,ENSMUSG00000031872,TRE
Rrad,ENSMUSG00000031880,TRE
Cdh16,ENSMUSG00000031881,TRE
Car7,ENSMUSG00000031883,TRE
Ces2d-ps,ENSMUSG00000031884,TRE
Ces2e,ENSMUSG00000031886,TRE
Hsd11b2,ENSMUSG00000031891,TRE
Tsnaxip1,ENSMUSG00000031893,TRE
Ctrl,ENSMUSG00000031896,TRE
Dpep3,ENSMUSG00000031898,TRE
Pla2g15,ENSMUSG00000031903,TRE
Smpd3,ENSMUSG00000031906,TRE
Tmed6,ENSMUSG00000031919,TRE
1700012B09Rik,ENSMUSG00000031927,TRE
Gpr83,ENSMUSG00000031932,TRE
Folr4,ENSMUSG00000031933,TRE
Hephl1,ENSMUSG00000031936,TRE
2200002K05Rik,ENSMUSG00000031937,TRE
Tmem231,ENSMUSG00000031951,TRE
Chst5,ENSMUSG00000031952,TRE
Ctrb1,ENSMUSG00000031957,TRE
Ldhd,ENSMUSG00000031958,TRE
Cdh15,ENSMUSG00000031962,TRE
Bmper,ENSMUSG00000031963,TRE
Tbx20,ENSMUSG00000031965,TRE
Glb1l3,ENSMUSG00000031966,TRE
Dbndd1,ENSMUSG00000031970,TRE
1700054N08Rik,ENSMUSG00000031971,TRE
Abcb10,ENSMUSG00000031974,TRE
Capn9,ENSMUSG00000031981,TRE
Spata19,ENSMUSG00000031991,TRE
Trpc6,ENSMUSG00000031997,TRE
1700128F08Rik,ENSMUSG00000031998,TRE
Trim29,ENSMUSG00000032013,TRE
Oaf,ENSMUSG00000032014,TRE
Crtam,ENSMUSG00000032021,TRE
Fam55b,ENSMUSG00000032028,TRE
Kcnj5,ENSMUSG00000032034,TRE
Kirrel3,ENSMUSG00000032036,TRE
St3gal4,ENSMUSG00000032038,TRE
Pou2af1,ENSMUSG00000032053,TRE
Btg4,ENSMUSG00000032056,TRE
4833427G06Rik,ENSMUSG00000032057,TRE
Tex12,ENSMUSG00000032065,TRE
Bco2,ENSMUSG00000032066,TRE
Apoa5,ENSMUSG00000032079,TRE
Apoa4,ENSMUSG00000032080,TRE
Apoc3,ENSMUSG00000032081,TRE
Apoa1,ENSMUSG00000032083,TRE
Il10ra,ENSMUSG00000032089,TRE
Cd3e,ENSMUSG00000032093,TRE
Cd3d,ENSMUSG00000032094,TRE
Treh,ENSMUSG00000032098,TRE
Pate4,ENSMUSG00000032099,TRE
Ddx25,ENSMUSG00000032101,TRE
Pdzd3,ENSMUSG00000032105,TRE
D730048I06Rik,ENSMUSG00000032108,TRE
Acrv1,ENSMUSG00000032110,TRE
Chek1,ENSMUSG00000032113,TRE
Fez1,ENSMUSG00000032118,TRE
C2cd2l,ENSMUSG00000032120,TRE
Slc37a2,ENSMUSG00000032122,TRE
Robo4,ENSMUSG00000032125,TRE
Hmbs,ENSMUSG00000032126,TRE
Abcg4,ENSMUSG00000032131,TRE
Muc16,ENSMUSG00000032134,TRE
Olfm2,ENSMUSG00000032172,TRE
Icam5,ENSMUSG00000032174,TRE
Pde4a,ENSMUSG00000032177,TRE
Bmp5,ENSMUSG00000032179,TRE
Scg3,ENSMUSG00000032181,TRE
Tmod2,ENSMUSG00000032186,TRE
Bcl2l10,ENSMUSG00000032191,TRE
Dock6,ENSMUSG00000032198,TRE
Lipc,ENSMUSG00000032207,TRE
Tex9,ENSMUSG00000032219,TRE
Mns1,ENSMUSG00000032221,TRE
Fam81a,ENSMUSG00000032224,TRE
Gcnt3,ENSMUSG00000032226,TRE
Lca5,ENSMUSG00000032258,TRE
Drd2,ENSMUSG00000032259,TRE
Elovl4,ENSMUSG00000032262,TRE
Usp28,ENSMUSG00000032267,TRE
Tmprss5,ENSMUSG00000032268,TRE
Htr3a,ENSMUSG00000032269,TRE
Cyp19a1,ENSMUSG00000032274,TRE
Paqr5,ENSMUSG00000032278,TRE
Crabp1,ENSMUSG00000032291,TRE
Nr2e3,ENSMUSG00000032292,TRE
Celf6,ENSMUSG00000032297,TRE
Chrna3,ENSMUSG00000032303,TRE
Cyp1a2,ENSMUSG00000032310,TRE
Nrg4,ENSMUSG00000032311,TRE
Cyp1a1,ENSMUSG00000032315,TRE
Isl2,ENSMUSG00000032318,TRE
Cyp11a1,ENSMUSG00000032323,TRE
Stra6,ENSMUSG00000032327,TRE
Impg1,ENSMUSG00000032343,TRE
E330016A19Rik,ENSMUSG00000032344,TRE
Ooep,ENSMUSG00000032346,TRE
2310046A06Rik,ENSMUSG00000032355,TRE
Rasgrf1,ENSMUSG00000032356,TRE
Tinag,ENSMUSG00000032357,TRE
Adamts7,ENSMUSG00000032363,TRE
Zic1,ENSMUSG00000032368,TRE
Plscr2,ENSMUSG00000032372,TRE
Plscr4,ENSMUSG00000032377,TRE
Dapk2,ENSMUSG00000032380,TRE
Parp16,ENSMUSG00000032392,TRE
Dis3l,ENSMUSG00000032396,TRE
Atr,ENSMUSG00000032409,TRE
Xrn1,ENSMUSG00000032410,TRE
Ube2cbp,ENSMUSG00000032415,TRE
Rwdd2a,ENSMUSG00000032417,TRE
Tbx18,ENSMUSG00000032419,TRE
Eomes,ENSMUSG00000032446,TRE
Trim42,ENSMUSG00000032451,TRE
Clstn2,ENSMUSG00000032452,TRE
Rbp2,ENSMUSG00000032454,TRE
Nmnat3,ENSMUSG00000032456,TRE
Pik3cb,ENSMUSG00000032462,TRE
Cldn18,ENSMUSG00000032473,TRE
Nme6,ENSMUSG00000032478,TRE
Cspg5,ENSMUSG00000032482,TRE
Ngp,ENSMUSG00000032484,TRE
Ptgs2,ENSMUSG00000032487,TRE
Kif9,ENSMUSG00000032489,TRE
Nradd,ENSMUSG00000032491,TRE
Pth1r,ENSMUSG00000032492,TRE
Prss44,ENSMUSG00000032493,TRE
Lrrc2,ENSMUSG00000032495,TRE
Ltf,ENSMUSG00000032496,TRE
Dclk3,ENSMUSG00000032500,TRE
Stac,ENSMUSG00000032502,TRE
Arpp21,ENSMUSG00000032503,TRE
Fbxl2,ENSMUSG00000032507,TRE
Scn5a,ENSMUSG00000032511,TRE
Ttc21a,ENSMUSG00000032514,TRE
Mobp,ENSMUSG00000032517,TRE
Slc25a38,ENSMUSG00000032519,TRE
Hhatl,ENSMUSG00000032523,TRE
Vipr1,ENSMUSG00000032528,TRE
Lyzl4,ENSMUSG00000032530,TRE
Cck,ENSMUSG00000032532,TRE
Cep63,ENSMUSG00000032534,TRE
Ephb1,ENSMUSG00000032537,TRE
Bfsp2,ENSMUSG00000032556,TRE
Acpp,ENSMUSG00000032561,TRE
Cpne4,ENSMUSG00000032564,TRE
1700080E11Rik,ENSMUSG00000032566,TRE
Aste1,ENSMUSG00000032567,TRE
Col6a4,ENSMUSG00000032572,TRE
Traip,ENSMUSG00000032586,TRE
Bsn,ENSMUSG00000032589,TRE
Mst1,ENSMUSG00000032591,TRE
Cdhr4,ENSMUSG00000032595,TRE
Nckipsd,ENSMUSG00000032598,TRE
Klhdc8b,ENSMUSG00000032609,TRE
1700102P08Rik,ENSMUSG00000032611,TRE
Oas1d,ENSMUSG00000032623,TRE
Atxn2l,ENSMUSG00000032637,TRE
Gpr19,ENSMUSG00000032641,TRE
Pygm,ENSMUSG00000032648,TRE
Glt25d2,ENSMUSG00000032649,TRE
Fam189b,ENSMUSG00000032657,TRE
Oas3,ENSMUSG00000032661,TRE
A930018P22Rik,ENSMUSG00000032671,TRE
6820408C15Rik,ENSMUSG00000032680,TRE
Malt1,ENSMUSG00000032688,TRE
Oas2,ENSMUSG00000032690,TRE
Syde1,ENSMUSG00000032714,TRE
Trib3,ENSMUSG00000032715,TRE
Gm106,ENSMUSG00000032719,TRE
Folr2,ENSMUSG00000032725,TRE
Bmp8a,ENSMUSG00000032726,TRE
Ablim3,ENSMUSG00000032735,TRE
Pram1,ENSMUSG00000032739,TRE
Gab3,ENSMUSG00000032750,TRE
Kap,ENSMUSG00000032758,TRE
Trpa1,ENSMUSG00000032769,TRE
Chrm1,ENSMUSG00000032773,TRE
Mctp2,ENSMUSG00000032776,TRE
Troap,ENSMUSG00000032783,TRE
Lama1,ENSMUSG00000032796,TRE
Alox12b,ENSMUSG00000032807,TRE
Cyp2c38,ENSMUSG00000032808,TRE
Fanca,ENSMUSG00000032815,TRE
Pwp2,ENSMUSG00000032834,TRE
Trpc1,ENSMUSG00000032839,TRE
Prr5l,ENSMUSG00000032841,TRE
Alpk2,ENSMUSG00000032845,TRE
Rnft2,ENSMUSG00000032850,TRE
Ugt8a,ENSMUSG00000032854,TRE
Ccdc85a,ENSMUSG00000032878,TRE
Rims3,ENSMUSG00000032890,TRE
Rangrf,ENSMUSG00000032892,TRE
Styk1,ENSMUSG00000032899,TRE
1700065I17Rik,ENSMUSG00000032900,TRE
Emr4,ENSMUSG00000032915,TRE
Odf4,ENSMUSG00000032921,TRE
Itgbl1,ENSMUSG00000032925,TRE
Camkv,ENSMUSG00000032936,TRE
Rbm11,ENSMUSG00000032940,TRE
Ucp3,ENSMUSG00000032942,TRE
Rasgrp2,ENSMUSG00000032946,TRE
Lipi,ENSMUSG00000032948,TRE
Inha,ENSMUSG00000032968,TRE
Guca2b,ENSMUSG00000032978,TRE
Slc16a8,ENSMUSG00000032988,TRE
Chpf,ENSMUSG00000032997,TRE
Ogfod1,ENSMUSG00000033009,TRE
Klra9,ENSMUSG00000033024,TRE
Klrc3,ENSMUSG00000033027,TRE
1700088E04Rik,ENSMUSG00000033029,TRE
Calhm2,ENSMUSG00000033033,TRE
Dhrs7c,ENSMUSG00000033044,TRE
1700028P14Rik,ENSMUSG00000033053,TRE
Ankrd54,ENSMUSG00000033055,TRE
Resp18,ENSMUSG00000033061,TRE
Gas7,ENSMUSG00000033066,TRE
Vsx1,ENSMUSG00000033080,TRE
Clec1a,ENSMUSG00000033082,TRE
Slc35d2,ENSMUSG00000033114,TRE
